id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xGChain,xGBuildup,Comp,Group,Gls_p90,Ast_p90,npxG_p90,Sh_p90,xA_p90,KP_p90,xGChain_p90,xGBuildup_p90,npxG_per_Sh,Cluster
6544,Lukas Nmecha,31,1076,6,8.14029767177999,1,1.684540869668126,30,11,0,0,F S,Leeds,4,5.856791136786342,6.9614828154444695,1.4674436636269093,EPL,attack,0.5018587360594795,0.0836431226765799,0.4898802995453259,2.509293680297397,0.1409002586153637,0.9200743494423792,0.5822801611431248,0.1227415703777154,0.1952263712262114,3
7148,Wilson Isidor,32,1142,6,5.619414385408163,0,0.0,43,0,2,0,F S,Sunderland,6,5.619414385408163,6.032191339880228,0.6748491153120995,EPL,attack,0.4728546409807355,0.0,0.4428610286223596,3.388791593695271,0.0,0.0,0.4753916117243612,0.0531842560228449,0.1306840554746084,0
7698,Leandro Trossard,31,2026,6,6.75317111518234,6,4.988008487969637,53,36,2,0,F M S,Arsenal,6,6.75317111518234,13.572629373520613,4.960563652217388,EPL,attack,0.2665350444225074,0.2665350444225074,0.2999927938629865,2.354392892398816,0.2215798439868052,1.5992102665350445,0.6029302288335908,0.2203606755674062,0.1274183229279686,1
8150,Anthony Gordon,26,1888,6,8.756197515875101,2,3.714877739548683,48,26,3,1,F M S,Newcastle United,3,6.472690913826227,10.976929228752851,4.042658658698201,EPL,attack,0.2860169491525424,0.0953389830508474,0.3085498846633265,2.288135593220339,0.1770863329234012,1.2394067796610169,0.5232646348452101,0.1927114826709947,0.1348477273713797,0
9788,Dominik Szoboszlai,36,3236,6,4.724170769564807,7,8.835168853402138,70,78,8,1,D F M,Liverpool,6,3.963001917116344,21.543240651488304,15.061629813164473,EPL,attack,0.1668726823238566,0.1946847960444993,0.110219459993965,1.946847960444994,0.2457247208919012,2.169344870210136,0.5991630589103669,0.4188957611819538,0.056614313101662,2
10948,Valentín Castellanos,18,1430,6,7.11984671279788,0,0.747508816421032,50,12,6,0,F S,West Ham,6,7.11984671279788,6.779488665983081,1.1389543628320098,EPL,attack,0.3776223776223776,0.0,0.4481022406656008,3.146853146853147,0.0470460094250999,0.7552447552447552,0.426681104852082,0.0716824424160006,0.1423969342559576,0
12963,Evanilson,36,2810,6,11.830083925276996,1,3.069119781255722,72,30,2,0,F S,Bournemouth,6,11.830083925276996,15.950044002383947,3.485610034316778,EPL,attack,0.1921708185053381,0.0320284697508896,0.3788994851512205,2.306049822064057,0.098299210075806,0.9608540925266904,0.5108555018557136,0.1116387555475124,0.1643067211844027,0
13778,Igor Jesus,37,2379,6,7.199080093763769,4,2.280350387096405,70,15,2,0,F M S,Nottingham Forest,5,6.437911256216466,8.53495698235929,1.848353571258485,EPL,attack,0.2269861286254728,0.1513240857503152,0.243552758747155,2.648171500630517,0.0862679843794352,0.5674653215636822,0.3228861405684473,0.0699251035785051,0.0919701608030923,0
6382,Pedro Neto,34,2667,5,5.149658527225256,6,7.933838244527578,46,53,2,1,F M S,Chelsea,5,5.149658527225256,19.2750738747418,9.826909113675356,EPL,attack,0.1687289088863892,0.202474690663667,0.1737792528872415,1.5523059617547803,0.2677335740560487,1.7885264341957254,0.6504524367179458,0.3316167304952314,0.1119490984179403,1
8397,Florian Wirtz,33,2426,5,7.576831823214889,3,5.384264823049307,51,60,1,0,F M S,Liverpool,5,7.576831823214889,20.641500685364008,10.743050179444252,EPL,attack,0.1854905193734542,0.1112943116240725,0.2810860940186891,1.8920032976092331,0.1997460156943271,2.225886232481451,0.7657605365551363,0.398546791488039,0.1485653298669586,2
8651,Enzo Le Fée,36,2953,5,5.268677884712815,6,7.54641820769757,36,53,5,0,F M S,Sunderland,2,2.224039314314723,13.179932279512286,7.138605147600174,EPL,attack,0.1523874026413816,0.1828648831696579,0.067783114896148,1.0971892990179477,0.2299958139833326,1.6153064679986455,0.4016911294128363,0.2175666993850374,0.0617788698420756,1
8981,Jéremy Doku,30,1783,5,3.9999447921290994,5,7.553412737324834,39,59,0,0,F M S,Manchester City,5,3.9999447921290994,18.843964545056224,9.702232458628714,EPL,attack,0.2523836231071228,0.2523836231071228,0.2019041117732019,1.968592260235558,0.3812715346939063,2.9781267526640494,0.951181609116691,0.4897369160272486,0.1025626869776692,2
9492,Crysencio Summerville,31,2509,5,5.6990333795547485,2,3.23570919316262,54,28,6,0,F M S,West Ham,5,5.6990333795547485,11.091377541422844,3.962690422311425,EPL,attack,0.1793543244320446,0.0717417297728178,0.2044292563411428,1.937026703866082,0.1160676872796476,1.00438421681945,0.3978573051925293,0.1421451327253998,0.1055376551769397,0
11965,Tijjani Reijnders,28,1642,5,4.861917998641729,2,3.073294181376696,49,18,2,0,F M S,Manchester City,5,4.861917998641729,13.1919761672616,7.1736231576651335,EPL,attack,0.2740560292326431,0.1096224116930572,0.2664875882324943,2.6857490864799027,0.1684509600023767,0.9866017052375152,0.7230681212262753,0.3931949355602083,0.0992228162988108,2
13364,Diego Gómez,32,2186,5,6.4177497662603855,1,2.0924463979899883,42,20,9,0,F M S,Brighton,5,6.4177497662603855,14.40620754659176,7.100968384183943,EPL,attack,0.2058554437328454,0.041171088746569,0.2642257451799792,1.729185727355901,0.0861482963490846,0.8234217749313816,0.5931192494022225,0.2923545995318183,0.1528035658633425,0
5304,Mikel Merino,22,1002,4,5.217843644320965,3,2.2901399955153465,22,12,1,0,F M S,Arsenal,4,5.217843644320965,8.36886066198349,3.812133368104696,EPL,attack,0.3592814371257484,0.2694610778443114,0.4686685908072723,1.9760479041916168,0.2057011972019772,1.0778443113772456,0.7516940714356428,0.3424071887519188,0.2371747111054984,3
7365,Lucas Paquetá,18,1544,4,2.440835335291922,1,3.011969303712249,23,23,5,1,F M,West Ham,2,0.9184976601973176,4.265645559877157,1.5286574847996235,EPL,attack,0.233160621761658,0.0582901554404145,0.0535393713845586,1.3406735751295336,0.175568158895144,1.3406735751295336,0.2486451427389534,0.0891056824041231,0.0399346808781442,1
8094,Mathis Cherki,33,1792,4,4.64134069904685,12,10.784712422639132,55,60,1,0,F M S,Manchester City,4,4.64134069904685,20.81021820381284,11.157610276713967,EPL,attack,0.2008928571428571,0.6026785714285714,0.2331030485012369,2.7622767857142856,0.54164292301201,3.013392857142857,1.0451560481825646,0.5603710518438935,0.0843880127099427,2
9780,Mathys Tel,31,1324,4,2.8263100758194923,1,3.4139982480555773,35,29,1,0,F M S,Tottenham,4,2.8263100758194923,6.1857428681105375,2.608160737901926,EPL,attack,0.2719033232628399,0.0679758308157099,0.1921207755466422,2.3791540785498486,0.2320693673149561,1.9712990936555888,0.4204810106721664,0.1772918930597986,0.0807517164519854,1
10751,Brenden Aaronson,37,2517,4,5.881288753822446,5,5.662709843367338,46,34,3,0,F M S,Leeds,4,5.881288753822446,13.203591203317046,3.4881920777261257,EPL,attack,0.1430274135876043,0.1787842669845053,0.2102963797552722,1.6448152562574492,0.2024806856984745,1.2157330154946364,0.4721188749696202,0.1247267727434848,0.1278541033439662,1
11070,Jørgen Strand Larsen,36,2353,4,6.514206910505891,1,0.6865616654977202,44,10,4,0,F S,"Crystal Palace,Wolverhampton Wanderers",3,4.991869203746319,7.06976137124002,2.5690375342965126,EPL,attack,0.1529961750956226,0.0382490437739056,0.1909342236877045,1.6829579260518488,0.0262603271971078,0.3824904377390565,0.2704116121596268,0.0982632291061139,0.1134515728124163,0
13717,Chemsdine Talbi,28,1556,4,2.32377387303859,1,0.6003798525780439,25,12,0,0,F M S,Sunderland,4,2.32377387303859,3.2277513165026903,1.188907701522112,EPL,attack,0.2313624678663239,0.0578406169665809,0.1344085145073734,1.4460154241645244,0.0347263410874189,0.6940874035989717,0.1866951275612095,0.0687671549723586,0.0929509549215436,0
1679,Dominic Solanke,15,989,3,3.586364097893238,0,0.5976490452885628,20,6,1,0,F S,Tottenham,3,3.586364097893238,4.704602524638176,1.6908956598490477,EPL,attack,0.2730030333670374,0.0,0.3263627591611642,1.820020222446916,0.0543866674175638,0.5460060667340748,0.4281235866708148,0.1538732147486494,0.1793182048946619,0
4456,Chris Wood,15,913,3,3.365151971578598,0,0.321694266051054,23,5,0,0,F S,Nottingham Forest,3,3.365151971578598,3.2678276151418686,0.5070263929665089,EPL,attack,0.2957283680175246,0.0,0.3317236335619647,2.267250821467689,0.0317113734332911,0.4928806133625411,0.3221297758628348,0.0499806959112659,0.146310955286026,0
6063,Jacob Murphy,33,1630,3,3.1199456304311752,2,4.785552207380533,42,23,2,0,D F M S,Newcastle United,3,3.1199456304311752,8.429972594603896,2.7332380525767803,EPL,attack,0.1656441717791411,0.1104294478527607,0.1722669366495741,2.3190184049079754,0.2642329439657963,1.2699386503067485,0.4654586095180065,0.1509149844981044,0.0742844197721708,1
6937,Georginio Rutter,32,1784,3,2.933251672424376,3,4.598605487495661,42,25,2,0,F M S,Brighton,3,2.933251672424376,10.858153810724616,4.214052898809314,EPL,attack,0.1513452914798206,0.1513452914798206,0.1479779431155795,2.118834080717489,0.2319924293019111,1.2612107623318387,0.547776817805614,0.2125923547605595,0.0698393255339137,1
7498,Lyle Foster,26,1375,3,3.592184547334909,2,1.145955815911293,20,10,4,0,F M S,Burnley,3,3.592184547334909,5.975080406293273,2.130239402875304,EPL,attack,0.1963636363636363,0.1309090909090909,0.2351248067346486,1.309090909090909,0.0750080170414664,0.6545454545454545,0.3910961720482869,0.1394338518245653,0.1796092273667454,0
8875,Tolu Arokodare,33,1357,3,7.426559334620833,1,1.1596579402685163,46,11,1,0,F S,Wolverhampton Wanderers,3,6.665390497073531,5.404460851103067,1.1024699872359631,EPL,attack,0.1989683124539425,0.0663227708179808,0.4420671663497552,3.0508474576271185,0.0769117277996805,0.7295504789977892,0.3584388184224584,0.073118864297153,0.144899793414642,0
10806,Kaoru Mitoma,25,1723,3,4.789182621985674,1,3.54316034540534,32,30,5,0,F M S,Brighton,3,4.789182621985674,11.286602273583412,4.618424783460796,EPL,attack,0.1567034242600116,0.0522344747533372,0.2501604387572319,1.6715031921067904,0.1850751196091007,1.567034242600116,0.589549741510451,0.2412409927518697,0.1496619569370523,1
10809,Keane Lewis-Potter,36,1949,3,3.214926864951849,3,2.714283775538206,31,19,1,0,D F M S,Brentford,3,3.214926864951849,7.842858789488673,3.1916828025132418,EPL,attack,0.1385325808106721,0.1385325808106721,0.1484573719064476,1.4315033350436122,0.1253389121592809,0.8773730118009235,0.3621638230138433,0.147384018587066,0.1037073182242531,1
12756,Rodrigo Gomes,22,951,3,2.28443655744195,0,0.1513135097920894,21,3,0,0,D F M S,Wolverhampton Wanderers,3,2.28443655744195,3.37700173817575,1.008143601939082,EPL,attack,0.2839116719242902,0.0,0.2161927341427712,1.987381703470032,0.0143198905166015,0.2839116719242902,0.3195900698589037,0.0954079118554336,0.1087826932115214,0
675,Jack Grealish,20,1645,2,3.084938551299274,6,4.558330744504929,26,38,2,1,F M S,Everton,2,3.084938551299274,9.290637398138642,3.2924681939184666,EPL,attack,0.1094224924012158,0.3282674772036474,0.1687808325938812,1.4224924012158056,0.2493919556264094,2.0790273556231003,0.5083023500501385,0.180135037965144,0.1186514827422797,1
4419,Adam Armstrong,14,1170,2,2.8085783179849386,2,1.501315450295806,18,6,3,0,F M,Wolverhampton Wanderers,1,2.0474094804376364,2.8539646565914154,0.716374509036541,EPL,attack,0.1538461538461538,0.1538461538461538,0.1574930369567412,1.3846153846153846,0.1154858038689081,0.4615384615384615,0.2195357428147242,0.0551057314643493,0.1137449711354242,0
8700,Xavi Simons,28,1768,2,2.716290816664696,5,4.650560335256159,42,34,5,1,F M S,Tottenham,2,2.716290816664696,9.529860531911254,5.203196081332862,EPL,attack,0.1018099547511312,0.254524886877828,0.1382727225677729,2.138009049773756,0.2367366686499176,1.7307692307692308,0.4851173347692381,0.264868578800881,0.0646735908729689,1
8845,Hee-Chan Hwang,26,1469,2,2.6617424860596657,2,1.881555620580912,19,15,5,0,F M S,Wolverhampton Wanderers,1,1.900573648512364,5.158048531040549,1.74687934294343,EPL,attack,0.1225323349217154,0.1225323349217154,0.1164408634214518,1.1640571817562968,0.1152757017374282,0.918992511912866,0.3160138650739615,0.1070246023586852,0.1000301920269665,1
9024,Yeremi Pino,34,2134,2,4.372978935018182,2,8.502093791030347,45,48,4,0,F M S,Crystal Palace,2,4.372978935018182,13.46667707618326,4.587377788498998,EPL,attack,0.0843486410496719,0.0843486410496719,0.1844274152538127,1.8978444236176195,0.3585700286751317,2.0243673851921278,0.567947955415414,0.1934695412206699,0.0971773096670707,1
9977,Loum Tchaouna,29,1268,2,1.2590220803394914,1,1.1996374279260635,23,13,2,0,F M S,Burnley,2,1.2590220803394914,4.213689148426056,1.974099012091756,EPL,attack,0.1419558359621451,0.0709779179810725,0.0893627659546957,1.6324921135646688,0.0851477669663609,0.9227129337539433,0.29907888277472,0.140117437766765,0.0547400904495431,1
10760,Brennan Johnson,34,1709,2,2.5934192165732384,1,1.281047284603119,23,19,6,0,D F M S,"Crystal Palace,Tottenham",2,2.5934192165732384,5.23962683416903,1.934015018865466,EPL,attack,0.1053247513165594,0.0526623756582797,0.1365756170225813,1.211234640140433,0.0674629933377885,1.0005851375073145,0.2759311966502122,0.101849825452248,0.1127573572423147,0
11357,Noni Madueke,26,1246,2,1.9964179322123528,1,4.010977517813444,25,22,0,0,F M S,Arsenal,2,1.9964179322123528,6.728137206286192,3.293942168354988,EPL,attack,0.1444622792937399,0.0722311396468699,0.1442035424551458,1.8057784911717496,0.2897174772096388,1.5890850722311396,0.4859810181105596,0.2379251967511629,0.0798567172884941,1
12027,Mohammed Kudus,19,1577,2,2.362326920963824,5,2.574139247648418,26,21,3,0,F M,Tottenham,2,2.362326920963824,4.9626108556985855,1.4065115749835968,EPL,attack,0.1141407736207989,0.2853519340519975,0.1348189111520254,1.4838300570703866,0.1469071225671259,1.1984781230183892,0.2832181211242059,0.080270159637618,0.0908587277293778,1
5743,Randal Kolo Muani,30,1704,1,2.700563416816294,1,1.8472137674689293,20,19,3,0,F M S,Tottenham,1,2.700563416816294,4.246069150045514,0.7896932736039162,EPL,attack,0.0528169014084507,0.0528169014084507,0.1426353917332549,1.056338028169014,0.0975641074367392,1.0035211267605633,0.224264215671418,0.0417091517748547,0.1350281708408147,0
7752,Gabriel Martinelli,30,1025,1,5.357063241302967,4,2.569171307608485,29,13,3,0,F M S,Arsenal,1,5.357063241302967,10.0232590213418,3.6065212953835726,EPL,attack,0.0878048780487804,0.3512195121951219,0.4703762846022117,2.546341463414634,0.2255857733509889,1.1414634146341465,0.8800910360202556,0.3166701625214844,0.1847263186656195,2
7762,Jean-Ricner Bellegarde,26,1268,1,0.8698065197095275,1,1.216556794941425,21,13,5,0,F M S,Wolverhampton Wanderers,1,0.8698065197095275,5.200756997801364,3.501467832364142,EPL,attack,0.0709779179810725,0.0709779179810725,0.061737055815345,1.4905362776025235,0.0863486684106689,0.9227129337539433,0.3691389036294344,0.2485268966189059,0.041419358081406,1
